block_id,center_x_utm,center_y_utm,lat,lon,min_elev_m,max_elev_m,mean_elev_m,max_slope_deg,mean_slope_deg,steep_ratio,mean_aspect_deg
BLK_1KM_0030,398000.7034563383,2573024.0398665443,23.26335,92.0028,0.0,217.31021118164065,105.46553308823528,69.42039489746094,12.907582213721886,0.092,171.79455017301038
BLK_1KM_0031,398000.7034563383,2574024.0398665443,23.27239,92.00273,0.0,216.32666015625,106.3744120350346,74.5001220703125,13.473064277411332,0.066,133.7932525951557
BLK_1KM_0032,398000.7034563383,2575024.0398665443,23.28142,92.00266,0.0,251.6039886474609,130.47444041955018,76.33036804199219,17.311019950259517,0.097,106.78595371972318
BLK_1KM_0033,398000.7034563383,2576024.0398665443,23.29045,92.00259,0.0,237.4390411376953,99.44852941176472,76.00839233398438,15.66052795198962,0.071,98.27174794550172
BLK_1KM_0034,398000.7034563383,2577024.0398665443,23.29948,92.00253,0.0,187.26829528808597,95.26941287878788,72.46721649169922,14.839034299799463,0.055,115.83243510472371
BLK_1KM_0035,398000.7034563383,2578024.0398665443,23.30851,92.00246,0.0,186.84417724609372,93.81597372404843,70.63949584960938,15.044749540441176,0.063,133.23373972750866
BLK_1KM_0036,398000.7034563383,2579024.0398665443,23.31754,92.00239,0.0,197.72711181640625,88.62625702854672,73.34193420410156,14.892635569852942,0.066,128.27570826124568
BLK_1KM_0037,398000.7034563383,2580024.0398665443,23.32658,92.00232,0.0,204.0664520263672,79.39724805363322,73.83198547363281,15.53498053633218,0.07,131.47915765570934
BLK_1KM_0038,398000.7034563383,2581024.0398665443,23.33561,92.00226,0.0,126.57522583007812,66.33639705882354,64.94786834716797,13.430110733401817,0.057,128.99356617647058
BLK_1KM_0039,398000.7034563383,2582024.0398665443,23.34464,92.00219,0.0,137.23452758789062,72.88481784759358,65.98561096191406,13.303247897170232,0.057,131.41886697860963
BLK_1KM_0040,398000.7034563383,2583024.0398665443,23.35367,92.00212,0.0,143.25730895996094,72.92599751297578,60.29890060424805,14.71324374189014,0.067,140.54992971453288
BLK_1KM_0041,398000.7034563383,2584024.0398665443,23.3627,92.00205,0.0,132.2435760498047,64.55359266868513,60.07036209106445,13.51722585288711,0.07,140.35121107266437
BLK_1KM_0042,398000.7034563383,2585024.0398665443,23.37173,92.00199,0.0,132.8490753173828,61.56306769031142,67.47329711914062,12.828479806444635,0.067,130.3868133650519
BLK_1KM_0043,398000.7034563383,2586024.0398665443,23.38077,92.00192,0.0,133.6324920654297,60.897295361159166,57.43897247314453,13.46921969615052,0.068,131.55355211937717
BLK_1KM_0044,398000.7034563383,2587024.0398665443,23.3898,92.00185,0.0,141.51649475097656,70.633279021836,61.45757293701172,13.681290733622994,0.057,129.9329044117647
BLK_1KM_0045,398000.7034563383,2588024.0398665443,23.39883,92.00178,0.0,137.68682861328125,66.92638948961938,64.69998931884766,13.91817487564879,0.061,126.80236267301038
BLK_1KM_0046,398000.7034563383,2589024.0398665443,23.40786,92.00172,0.0,129.89630126953125,51.76824043036332,65.51237487792969,12.641092161818772,0.061,132.8305579584775
BLK_1KM_0047,398000.7034563383,2590024.0398665443,23.41689,92.00165,0.0,116.6397476196289,48.633488321799305,63.104469299316406,10.61705149086289,0.059,138.4896464100346
BLK_1KM_0048,398000.7034563383,2591024.0398665443,23.42592,92.00158,0.0,120.03250885009766,52.54415143814879,63.761600494384766,11.25651238781358,0.06,129.30138948961937
BLK_1KM_0049,398000.7034563383,2592024.0398665443,23.43496,92.00151,0.0,120.04891204833984,56.64181567513369,53.44085693359375,9.677775282698306,0.058,148.10658979500892
BLK_1KM_0050,398000.7034563383,2593024.0398665443,23.44399,92.00144,0.0,132.14474487304688,62.0931687932526,63.15971755981445,10.225112862240485,0.067,139.573232050173
BLK_1KM_0051,398000.7034563383,2594024.0398665443,23.45302,92.00138,0.0,153.1246337890625,75.74927687067473,59.16020584106445,10.620348656466264,0.06,132.98180687716263
BLK_1KM_0052,398000.7034563383,2595024.0398665443,23.46205,92.00131,0.0,169.1513671875,84.20509839965398,68.00416564941406,12.39934732509732,0.072,117.88310986159168
BLK_1KM_0053,398000.7034563383,2596024.0398665443,23.47108,92.00124,0.0,160.1980743408203,80.9358374783737,66.5549545288086,12.232183647815743,0.067,125.85926686851212
BLK_1KM_0054,398000.7034563383,2597024.0398665443,23.48011,92.00117,0.0,152.3112335205078,72.36751476158645,64.4326171875,11.260830965909092,0.055,137.05713848039215
BLK_1KM_0055,398000.7034563383,2598024.0398665443,23.48914,92.0011,0.0,126.5578155517578,61.78058093641869,67.04328918457031,9.254097169658303,0.057,121.0604455017301
BLK_1KM_0056,398000.7034563383,2599024.0398665443,23.49818,92.00104,0.0,121.13009643554688,56.91574529628028,63.96783828735352,9.414263556985292,0.057,121.42183445069205
BLK_1KM_0057,398000.7034563383,2600024.0398665443,23.50721,92.00097,0.0,125.83853912353516,61.60122458910035,64.42516326904297,9.764352765462805,0.059,109.02537035034602
BLK_1KM_0058,398000.7034563383,2601024.0398665443,23.51624,92.0009,0.0,146.84849548339844,66.83590370891004,67.58685302734375,10.79168806769031,0.061,119.6997053416955
BLK_1KM_0059,398000.7034563383,2602024.0398665443,23.52527,92.00083,0.0,147.55690002441406,68.08401570855615,68.15156555175781,9.257251977495544,0.055,135.1898395721925
BLK_1KM_0060,398000.7034563383,2603024.0398665443,23.5343,92.00076,0.0,153.55418395996094,74.28679173875433,67.34770965576172,9.33015753406142,0.057,115.31410845588236
BLK_1KM_0061,398000.7034563383,2604024.0398665443,23.54333,92.0007,0.0,151.0810089111328,65.10307634083046,68.57771301269531,8.50721693203936,0.057,107.55422794117646
BLK_1KM_0062,398000.7034563383,2605024.0398665443,23.55237,92.00063,0.0,133.50025939941406,64.97811689013841,62.491943359375,7.869606942041522,0.059,123.026357050173
BLK_1KM_0063,398000.7034563383,2606024.0398665443,23.5614,92.00056,0.0,148.23602294921875,61.329895653114185,69.86370849609375,9.54383718101211,0.057,114.26540873702422
BLK_1KM_0064,398000.7034563383,2607024.0398665443,23.57043,92.00049,0.0,155.86329650878906,62.552018003892734,69.21401977539062,8.989447042603807,0.057,95.57474589100346
BLK_1KM_0065,398000.7034563383,2608024.0398665443,23.57946,92.00042,0.0,157.5135040283203,67.90979417335116,66.954833984375,9.082363733845812,0.055,110.1968443627451
BLK_1KM_0066,398000.7034563383,2609024.0398665443,23.58849,92.00035,0.0,172.3478240966797,79.11568041738754,68.42704772949219,10.112184729130623,0.057,109.87151275951555
BLK_1KM_0067,398000.7034563383,2610024.0398665443,23.59752,92.00029,0.0,169.72470092773438,67.27960099480968,69.69379425048828,10.348014435553631,0.059,108.39826178633218
BLK_1KM_0068,398000.7034563383,2611024.0398665443,23.60655,92.00022,0.0,214.51840209960935,67.22681931228374,66.29544830322266,10.62209058715398,0.07,121.28571042387544
BLK_1KM_0069,398000.7034563383,2612024.0398665443,23.61558,92.00015,0.0,330.2992248535156,101.2205003784602,71.3261489868164,14.626189446366782,0.134,132.62316176470588
BLK_1KM_0070,398000.7034563383,2613024.0398665443,23.62462,92.00008,0.0,331.970458984375,100.70755347593582,71.34479522705078,14.588460721646614,0.155,147.13998440285204
BLK_1KM_0071,398000.7034563383,2614024.0398665443,23.63365,92.00001,0.0,202.86129760742188,74.69021680363322,70.46944427490234,11.30667779519896,0.067,122.8702151816609
BLK_1KM_0072,398000.7034563383,2615024.0398665443,23.64268,91.99994,0.0,217.51809692382807,73.63578611591696,71.5816650390625,11.753059783196369,0.068,118.37840614186852
BLK_1KM_0073,398000.7034563383,2616024.0398665443,23.65171,91.99987,0.0,233.8294677734375,82.69849562067473,75.80107116699219,12.786198705125432,0.088,96.3456017517301
BLK_1KM_0074,398000.7034563383,2617024.0398665443,23.66074,91.99981,0.0,371.0353088378906,131.13039305795849,79.2406234741211,13.79054677362673,0.091,100.38910440095157
BLK_1KM_0075,398000.7034563383,2618024.0398665443,23.66977,91.99974,0.0,421.8456115722656,174.87692179144386,82.00846862792969,13.32458953041444,0.071,75.78217608065954
BLK_1KM_0076,398000.7034563383,2619024.0398665443,23.6788,91.99967,0.0,367.948486328125,145.7074367430796,83.15824890136719,12.757410386029411,0.068,83.6497080449827
BLK_1KM_0077,398000.7034563383,2620024.0398665443,23.68784,91.9996,0.0,342.1122131347656,134.49851319204151,80.1885757446289,12.303091715776384,0.065,79.29810499567473
BLK_1KM_0078,398000.7034563383,2621024.0398665443,23.69687,91.99953,0.0,300.71978759765625,116.90524978373702,78.85363006591797,12.164670739619377,0.075,87.05645815311419
BLK_1KM_0079,398000.7034563383,2622024.0398665443,23.7059,91.99946,0.0,284.591796875,96.63049443122836,73.39964294433594,11.308309904844291,0.066,105.85181931228374
BLK_1KM_0080,398000.7034563383,2623024.0398665443,23.71493,91.99939,0.0,231.11892700195312,77.51861909536542,77.8710708618164,10.2649530692959,0.082,95.2474724264706
BLK_1KM_0081,398000.7034563383,2624024.0398665443,23.72396,91.99932,0.0,192.99465942382807,64.02626243512111,72.95742797851562,9.826300281141869,0.065,87.84964316608996
BLK_1KM_0082,398000.7034563383,2625024.0398665443,23.73299,91.99925,0.0,228.05416870117188,76.64739673442907,72.01044464111328,10.5931637245891,0.075,91.81586559256056
BLK_1KM_0083,398000.7034563383,2626024.0398665443,23.74202,91.99919,0.0,199.35992431640625,61.44432580017301,72.75052642822266,9.812562513516436,0.068,76.92528114186851
BLK_1KM_0084,398000.7034563383,2627024.0398665443,23.75105,91.99912,0.0,199.740478515625,65.35680687716263,75.28221893310547,9.735111645761243,0.068,82.52564067906575
BLK_1KM_0085,398000.7034563383,2628024.0398665443,23.76009,91.99905,0.0,185.8915252685547,61.658338903743314,71.9384994506836,9.559483274844029,0.056,78.84939700311944
BLK_1KM_0086,398000.7034563383,2629024.0398665443,23.76912,91.99898,0.0,192.2080993652344,62.59196583044983,72.66117095947266,9.14034368917604,0.057,81.98656466262976
BLK_1KM_0087,398000.7034563383,2630024.0398665443,23.77815,91.99891,0.0,152.71939086914062,51.81756866349481,68.82369995117188,8.57410217073962,0.061,84.04448934904845
BLK_1KM_0088,398000.7034563383,2631024.0398665443,23.78718,91.99884,0.0,142.83998107910156,49.69701219182526,72.35795593261719,7.399712268868945,0.059,74.51403681877163
BLK_1KM_0089,398000.7034563383,2632024.0398665443,23.79621,91.99877,0.0,137.70587158203125,44.42015841262976,66.45924377441406,7.334105178146626,0.057,76.77013948961938
BLK_1KM_0090,398000.7034563383,2633024.0398665443,23.80524,91.9987,0.0,130.51454162597656,42.60926359180036,65.62783813476562,6.8589459043560606,0.055,72.95617479946524
BLK_1KM_0091,398000.7034563383,2634024.0398665443,23.81427,91.99863,0.0,125.28852081298828,39.75047983347751,63.198219299316406,7.134137110726644,0.057,79.11966100778547
BLK_1KM_0092,398000.7034563383,2635024.0398665443,23.8233,91.99856,0.0,123.7271499633789,38.9558586991782,64.11298370361328,6.626537072204801,0.057,80.25598778114187
BLK_1KM_0093,398000.7034563383,2636024.0398665443,23.83233,91.99849,0.0,111.37235260009766,32.41770517949827,67.86077117919922,6.34728454801038,0.059,66.41448826773356
BLK_1KM_0094,398000.7034563383,2637024.0398665443,23.84137,91.99842,0.0,118.7923583984375,33.20661561959343,59.40685272216797,6.959124185634732,0.057,82.4153398032007
BLK_1KM_0095,398000.7034563383,2638024.0398665443,23.8504,91.99836,0.0,125.57453918457033,36.926822220365416,61.93333053588867,6.507147532308378,0.055,86.43492368538324
BLK_1KM_0096,398000.7034563383,2639024.0398665443,23.85943,91.99829,0.0,119.29424285888672,31.487247242647054,60.13313293457031,7.204202935769896,0.072,84.77889814013841
BLK_1KM_0097,398000.7034563383,2640024.0398665443,23.86846,91.99822,0.0,107.2497100830078,24.128375729887544,57.87813186645508,6.6041019004109,0.067,75.09383785683391
BLK_1KM_0098,398000.7034563383,2641024.0398665443,23.87749,91.99815,0.0,106.2056884765625,22.71694217668685,60.879432678222656,5.789206956909602,0.059,55.72286913386678
BLK_1KM_0099,398000.7034563383,2642024.0398665443,23.88652,91.99808,0.0,103.20191192626952,26.979193136353807,59.40987014770508,6.141158899221454,0.063,70.69201448961938
BLK_1KM_0100,398000.7034563383,2643024.0398665443,23.89555,91.99801,0.0,94.53819274902344,22.37725253453654,56.77456283569336,5.449198731339126,0.058,73.8171582553476
BLK_1KM_0101,398000.7034563383,2644024.0398665443,23.90458,91.99794,0.0,91.83724212646484,20.89616335964533,58.16194152832031,5.198143348561851,0.057,72.44428525086505
BLK_1KM_0102,398000.7034563383,2645024.0398665443,23.91361,91.99787,0.0,86.66678619384766,19.463091681985293,54.77581405639648,5.11343753379109,0.057,63.913548875432525
BLK_1KM_0103,398000.7034563383,2646024.0398665443,23.92264,91.9978,0.0,91.10977172851562,21.433522788711077,55.43819427490234,5.360671310688797,0.059,66.49572880622837
BLK_1KM_0104,398000.7034563383,2647024.0398665443,23.93168,91.99773,0.0,90.10116577148438,18.50840722318339,50.09944534301758,5.496063338019031,0.063,66.53061472750865
BLK_1KM_0105,398000.7034563383,2648024.0398665443,23.94071,91.99766,0.0,71.7660140991211,16.18505598262032,54.22190475463867,3.587874740627785,0.055,63.28864471925134
BLK_1KM_0106,398000.7034563383,2649024.0398665443,23.94974,91.99759,0.0,80.45974731445312,15.43132974697232,53.672393798828125,3.5127210782060985,0.057,57.33107834126297
BLK_1KM_0107,398000.7034563383,2650024.0398665443,23.95877,91.99752,0.0,98.11526489257812,19.625212883866784,58.9608039855957,4.867128365592561,0.057,56.8156290549308
BLK_1KM_0108,398000.7034563383,2651024.0398665443,23.9678,91.99745,0.0,73.20677947998047,15.05792806552768,50.26219940185547,3.856645102319421,0.059,60.29457720588236
BLK_1KM_0109,398000.7034563383,2652024.0398665443,23.97683,91.99738,0.0,99.44129943847656,15.1444332558391,55.78384399414063,4.414533040927768,0.057,63.08030790441177
BLK_1KM_0110,398000.7034563383,2653024.0398665443,23.98586,91.99731,0.0,87.94776916503906,15.279499621539792,56.08493423461914,4.703868826367863,0.057,52.1852495134083
BLK_1KM_0111,398000.7034563383,2654024.0398665443,23.99489,91.99724,0.0,87.20540618896484,17.235335895721924,55.72330093383789,5.0099954044117645,0.055,54.04613692067736
BLK_1KM_0112,398000.7034563383,2655024.0398665443,24.00392,91.99717,0.0,79.5660400390625,1.4280349045063798,53.36645126342773,0.416936379402979,0.005,4.03098642949827
BLK_1KM_0113,399000.7034563383,2544024.0398665443,23.00149,92.01449,0.0,70.71305084228516,31.822258866782008,47.61019134521485,6.318665184364187,0.057,118.14205774221452
BLK_1KM_0114,399000.7034563383,2545024.0398665443,23.01052,92.01442,33.73689651489258,72.09420013427734,43.98979509083045,19.895782470703125,5.13818359375,0.0,149.5652168036332
BLK_1KM_0115,399000.7034563383,2546024.0398665443,23.01955,92.01436,33.8707389831543,66.177490234375,41.23110238413548,15.862811088562012,2.998060365836676,0.0,126.21730169340464
BLK_1KM_0116,399000.7034563383,2547024.0398665443,23.02859,92.01429,34.75495147705078,70.44330596923828,44.68109996756056,19.954954147338867,4.902020200313581,0.0,165.30894517733563
BLK_1KM_0117,399000.7034563383,2548024.0398665443,23.03762,92.01422,32.0,61.580684661865234,39.37242511894463,22.872432708740234,3.481765905466047,0.0,163.95530114619376
BLK_1KM_0118,399000.7034563383,2549024.0398665443,23.04665,92.01416,34.52812576293945,62.95716094970703,40.05627906033737,21.55921745300293,3.4185258805958045,0.0,167.7252919550173
BLK_1KM_0119,399000.7034563383,2550024.0398665443,23.05568,92.01409,36.62127685546875,70.13330078125,48.12728427768166,19.42179298400879,6.149312266841479,0.0,175.19636678200692
BLK_1KM_0120,399000.7034563383,2551024.0398665443,23.06471,92.01403,37.81258392333984,76.16460418701172,54.402796345811055,21.56458282470703,8.175833472593583,0.0,177.58998997326202
BLK_1KM_0121,399000.7034563383,2552024.0398665443,23.07375,92.01396,41.80035018920898,74.77439880371094,59.07067744377163,20.172595977783203,8.391770517949826,0.0,193.0412116133218
BLK_1KM_0122,399000.7034563383,2553024.0398665443,23.08278,92.01389,43.21378707885742,79.5473861694336,55.79180633650519,24.63263320922852,7.70530283574827,0.0,204.73929498269896
BLK_1KM_0123,399000.7034563383,2554024.0398665443,23.09181,92.01383,45.37369155883789,86.14599609375,63.22103427768166,23.75395393371582,8.685665143814878,0.0,187.11899870242212
BLK_1KM_0124,399000.7034563383,2555024.0398665443,23.10084,92.01376,50.69166564941406,87.57969665527344,67.54750351427336,25.21612548828125,9.589826854455016,0.0,193.22591371107268
BLK_1KM_0125,399000.7034563383,2556024.0398665443,23.10987,92.0137,48.18790054321289,83.5785903930664,61.66973039215687,22.7464599609375,8.519642658199643,0.0,198.53588736631016
BLK_1KM_0126,399000.7034563383,2557024.0398665443,23.11891,92.01363,49.64311981201172,93.7028350830078,67.43201908520761,24.945486068725582,8.191793157980104,0.0,199.60864511245677
BLK_1KM_0127,399000.7034563383,2558024.0398665443,23.12794,92.01357,52.46227264404297,105.55377197265624,80.08484266868513,22.330272674560547,7.605962099913495,0.0,198.683580233564
BLK_1KM_0128,399000.7034563383,2559024.0398665443,23.13697,92.0135,69.59195709228516,107.64158630371094,90.63721885813148,23.75784492492676,8.96346845263841,0.0,198.068406682526
BLK_1KM_0129,399000.7034563383,2560024.0398665443,23.146,92.01343,55.12820053100586,108.77722930908205,80.47710315743944,27.39010429382324,10.48749983104455,0.0,188.8224480968858
BLK_1KM_0130,399000.7034563383,2561024.0398665443,23.15503,92.01337,57.81251907348633,100.30907440185548,76.35806595365419,25.898706436157227,8.896258077094474,0.0,184.77826983065955
BLK_1KM_0131,399000.7034563383,2562024.0398665443,23.16407,92.0133,61.16590881347656,135.79605102539062,91.13273815960208,32.849308013916016,12.386608928957612,0.003,191.4060607698962
BLK_1KM_0132,399000.7034563383,2563024.0398665443,23.1731,92.01323,63.13034057617188,143.8854217529297,102.02859402032873,36.697113037109375,15.87771511407872,0.023,198.6260813148789
BLK_1KM_0133,399000.7034563383,2564024.0398665443,23.18213,92.01317,61.95746994018555,150.74644470214844,104.16119025735294,34.83782958984375,15.649615119485292,0.014,200.8253676470588
BLK_1KM_0134,399000.7034563383,2565024.0398665443,23.19116,92.0131,68.90208435058594,172.05194091796875,119.67863321799308,37.42017364501953,14.555483280168684,0.013,201.64758596453288
BLK_1KM_0135,399000.7034563383,2566024.0398665443,23.20019,92.01304,106.03549194335938,202.77511596679688,156.46324881055364,30.964622497558597,14.568112700043253,0.003,191.32644896193773
BLK_1KM_0136,399000.7034563383,2567024.0398665443,23.20922,92.01297,121.2467269897461,237.48887634277344,196.6407921122995,30.273197174072266,11.659781117702764,0.001,191.93794563279857
BLK_1KM_0137,399000.7034563383,2568024.0398665443,23.21826,92.0129,172.3475341796875,224.6498870849609,204.06906898788927,27.89126968383789,9.012953814338236,0.0,178.22288602941177
BLK_1KM_0138,399000.7034563383,2569024.0398665443,23.22729,92.01284,99.75799560546876,214.3022918701172,183.0570663927336,34.70339584350586,11.165016253514274,0.01,145.04860510380624
BLK_1KM_0139,399000.7034563383,2570024.0398665443,23.23632,92.01277,77.76727294921875,216.4007110595703,144.22904952422147,42.27425765991211,17.36154269842128,0.101,172.43558066608998
BLK_1KM_0140,399000.7034563383,2571024.0398665443,23.24535,92.0127,56.94954299926758,217.63250732421875,146.9935391435986,43.43883514404297,18.652005839100347,0.05,140.50347372404843
BLK_1KM_0141,399000.7034563383,2572024.0398665443,23.25438,92.01264,55.83494186401367,230.0508575439453,145.20680147058823,29.62816429138184,15.616440716911764,0.0,138.04005124777183
BLK_1KM_0142,399000.7034563383,2573024.0398665443,23.26342,92.01257,60.434757232666016,227.9617462158203,128.9767517301038,37.70555877685547,16.271545198961938,0.038,144.0424010596886
BLK_1KM_0143,399000.7034563383,2574024.0398665443,23.27245,92.0125,62.48396301269531,140.0035858154297,90.62994025735294,34.80770492553711,13.437369059526384,0.011,161.0717857915225
BLK_1KM_0144,399000.7034563383,2575024.0398665443,23.28148,92.01244,66.95260620117188,162.58448791503906,99.522477833045,30.53081703186035,12.168707085315743,0.001,183.79671280276816
BLK_1KM_0145,399000.7034563383,2576024.0398665443,23.29051,92.01237,65.9467544555664,166.88015747070312,122.15657439446366,31.04957771301269,13.043206977184257,0.002,193.2914278762976
BLK_1KM_0146,399000.7034563383,2577024.0398665443,23.29954,92.0123,75.09567260742188,166.24972534179688,124.44457442067736,33.010860443115234,14.611190605503564,0.003,167.53857508912657
BLK_1KM_0147,399000.7034563383,2578024.0398665443,23.30857,92.01224,65.9889144897461,155.09426879882812,111.41175118944636,33.99299621582031,15.57156277032872,0.016,168.87102616782008
BLK_1KM_0148,399000.7034563383,2579024.0398665443,23.31761,92.01217,60.03154373168945,142.8077850341797,96.12933201773356,35.95756912231445,15.77144720480104,0.035,164.96254595588235
BLK_1KM_0149,399000.7034563383,2580024.0398665443,23.32664,92.0121,66.30549621582031,148.46383666992188,109.9740078935986,34.31679153442383,15.301115781790658,0.029,159.36672794117646
BLK_1KM_0150,399000.7034563383,2581024.0398665443,23.33567,92.01204,74.6842269897461,151.9504852294922,113.10085964532873,32.23040771484375,13.17342939013841,0.001,169.26481401384083
BLK_1KM_0151,399000.7034563383,2582024.0398665443,23.3447,92.01197,62.20416641235352,155.20059204101562,107.19336285650624,38.52635192871094,12.345637846758022,0.01,166.380319741533
BLK_1KM_0152,399000.7034563383,2583024.0398665443,23.35373,92.0119,58.99440002441406,131.5228729248047,100.53070934256056,34.62885284423828,12.747430187608131,0.003,173.79376621972318
BLK_1KM_0153,399000.7034563383,2584024.0398665443,23.36276,92.01184,47.0,117.37215423583984,77.62260759083046,36.1290168762207,13.755272254811851,0.016,163.56520328719722
BLK_1KM_0154,399000.7034563383,2585024.0398665443,23.3718,92.01177,47.0,117.90704345703124,72.63611051038062,43.04327774047852,11.629582071799309,0.019,173.0492133434256
BLK_1KM_0155,399000.7034563383,2586024.0398665443,23.38083,92.0117,51.66110610961914,110.00189971923828,75.81800118944636,33.125709533691406,11.724505467398355,0.003,173.9842939013841
BLK_1KM_0156,399000.7034563383,2587024.0398665443,23.38986,92.01164,55.41170501708984,127.38201141357422,87.69952512254902,28.56903839111328,11.250946969696969,0.0,175.12036263368984
BLK_1KM_0157,399000.7034563383,2588024.0398665443,23.39889,92.01157,76.86588287353516,131.68563842773438,101.90212072880622,34.32502365112305,10.291374655330882,0.003,168.87394571799308
BLK_1KM_0158,399000.7034563383,2589024.0398665443,23.40792,92.0115,62.72676849365234,125.05532836914062,101.19409602076124,28.72426414489746,9.546430647166956,0.0,183.3272869809689
BLK_1KM_0159,399000.7034563383,2590024.0398665443,23.41695,92.01143,54.53205490112305,112.51477813720705,86.70467939013841,34.40170669555664,9.568582396193772,0.001,188.96147815743944
